,node,TIL_6,TIL_16,TIL_1,TIL_44,TIL_35,TIL_2,TIL_42,TIL_12,TIL_13,TIL_27,TIL_4,TIL_20,TIL_21,TIL_29,TIL_43,TIL_15,TIL_30,TIL_31,TIL_14,TIL_19,TIL_26,TIL_36,TIL_37,TIL_8,TIL_9,TIL_5,TIL_41,TIL_22,TIL_23,TIL_3,TIL_40,TIL_7,TIL_10,TIL_34,TIL_38,TIL_39,TIL_18,TIL_11,TIL_17,TIL_28,TIL_32,TIL_24
51,ACLY,-0.601682,-0.510289,-0.631179,0.206959,-0.358831,-0.558474,-1.13132,-0.778416,-0.571663,-1.22801,0.341412,-0.36064,-0.503416,-0.758867,-0.752578,-0.576105,-0.771226,-0.679245,-0.103813,-0.919462,-0.470664,-1.01909,-0.596084,-0.425994,-0.537934,-0.555823,-0.124253,-0.521813,-0.47165,-0.620983,-0.320396,-0.611138,-0.411289,-1.08221,-1.78418,-0.408752,-0.603535,-0.755279,-0.265131,-0.372308,0.0492338,-0.866121
52,ACO1,1.30828,2.00573,1.2762,0.968297,1.93682,1.57027,1.22976,2.07818,0.776629,2.07494,0.316051,1.52045,0.978626,0.0844461,1.87123,0.908791,0.386056,2.29736,1.00664,1.26241,0.845146,1.79997,-0.0243744,0.357885,1.49915,0.910809,1.79839,1.31966,0.97373,1.34368,1.46462,1.65694,1.6518,2.10812,1.22096,1.6919,1.04182,-0.837964,1.61677,1.68992,0.543011,1.2965
53,ACO2,1.31242,0.497299,0.988223,1.06136,0.632745,1.6506,0.736176,0.710496,0.73219,0.727938,0.395558,0.456352,2.2049,1.56032,0.853541,1.19993,0.691551,-0.246411,0.389473,1.68458,0.809339,0.383159,0.475054,0.695503,0.726139,0.587385,1.88721,1.24501,1.97821,2.5715,1.37482,3.3289,1.19438,2.52278,0.947484,1.76022,0.863507,1.39849,0.628153,1.53801,0.13014,0.834095
54,ACOT1,2.53287,0.54612,1.91683,1.29912,2.24045,1.00138,1.25399,0.256831,1.34558,-0.577171,-0.443701,0.576584,2.44034,0.965005,2.62133,1.57462,0.341126,1.04396,0.885756,2.02319,-0.0708073,0.933327,1.04349,1.59688,-0.212897,0.933989,4.23143,2.42815,2.16223,2.12745,2.32741,2.78992,2.48943,2.24431,1.95908,2.92517,2.44255,3.84534,1.29671,1.55471,0.635281,1.44762
55,ACOT13,1.95665,0.0,2.83201,1.78846,2.50955,2.05126,1.59629,3.19733,2.47331,2.01809,0.514164,1.23856,2.84271,0.747451,2.13493,1.89399,2.67284,2.84988,0.0,3.54118,1.40211,1.61009,0.0,0.511813,2.16247,1.78837,3.0799,2.52612,3.65168,2.35436,2.9217,3.18569,2.11411,2.25094,1.14074,2.78916,1.7599,3.84115,0.606092,1.51255,0.495278,0.515932
56,ACOT2,2.53287,0.54612,1.91683,1.29912,2.24045,1.00138,1.25399,0.256831,1.34558,-0.577171,-0.443701,0.576584,2.44034,0.965005,2.62133,1.57462,0.341126,1.04396,0.885756,2.02319,-0.0708073,0.933327,1.04349,1.59688,-0.212897,0.933989,4.23143,2.42815,2.16223,2.12745,2.32741,2.78992,2.48943,2.24431,1.95908,2.92517,2.44255,3.84534,1.29671,1.55471,0.635281,1.44762
57,ACOT7,0.242419,-0.322592,0.673941,-0.0891642,-1.16096,-0.0566123,-0.339348,0.334555,-1.05108,-1.4314,0.16344,0.0285825,0.673361,-0.211981,0.264729,-1.38837,0.696661,-0.501361,0.192751,-0.246674,0.58097,-0.164156,-0.0665689,-0.0571297,0.467406,0.15311,1.19022,0.798603,0.374932,0.00915918,-0.2804,2.36879,1.6022,0.681283,0.871365,0.832641,0.874319,2.39915,-0.125447,-0.118651,0.113145,0.39039
58,ACOT8,0.0,-0.629069,-0.700176,-0.18217,-0.614689,-1.12644,-0.691944,0.163765,0.0425803,-2.87043,-3.82648,-1.90436,0.420045,-1.68788,0.483847,-0.496661,0.0877277,-0.0676652,-0.231624,-0.973527,-0.601698,1.16936,0.0,-0.521282,-2.70914,-0.657198,0.0,0.010152,0.397996,-2.47633,0.152819,-1.51849,0.308114,-0.0041275,-1.01326,-0.800754,1.34584,-1.40677,-1.07234,-1.38512,-5.47227,-0.915344
59,ACOT9,1.05825,1.05595,-0.0289451,0.163999,-0.108961,0.103363,-0.342735,0.464961,-0.0823074,-0.215402,-0.0122603,0.321724,-0.317684,0.337853,1.05556,-0.613452,0.422129,-0.043644,1.49639,0.888483,0.319887,-0.242476,1.5931,0.666651,-2.73338,-0.102343,1.63106,0.822766,0.597753,1.04969,0.765042,1.71955,0.391497,1.49376,0.331352,1.79562,2.17617,1.01213,0.408868,0.603401,0.418119,0.43377
60,ACOX1,0.286884,0.603649,-0.105127,0.518837,-0.605883,-2.02728,-0.892582,0.645407,0.731013,-0.545701,0.0,0.246054,0.437103,-0.843512,1.70959,0.590312,0.185214,1.32481,-0.233586,0.73737,-0.117978,0.704172,-0.444233,-0.357558,-1.18496,0.191258,2.16784,1.48553,2.80113,0.386039,0.884237,0.164593,0.541214,0.666849,0.870434,1.00146,-0.348932,-0.45243,-1.27013,1.15261,0.0610212,0.0
61,ACP1,0.695414,0.559936,1.08475,-0.281404,1.10898,0.529929,0.17982,0.829732,0.267843,1.35591,1.26261,0.498015,1.1782,0.706479,1.28257,0.839994,0.245978,0.809886,1.01716,0.638153,0.754444,0.0738613,0.265182,0.826597,0.860285,0.807806,0.201463,0.558338,0.78685,0.923523,1.27707,0.842549,0.707218,0.617908,0.346976,0.632873,1.01438,0.986586,0.254649,0.89516,0.764957,1.1244
62,ACP2,1.89811,2.39566,1.87823,1.10685,1.31892,1.65763,2.37866,1.25877,1.52552,2.77527,0.35731,2.0461,0.646692,1.51824,2.27827,0.429642,0.891673,0.389775,1.09055,0.881708,1.47554,1.51659,1.92459,2.00172,0.748227,1.10829,2.08485,1.87643,1.15766,2.0922,2.39073,1.42594,1.96428,2.5798,1.2176,1.14639,1.1782,3.88771,1.42217,1.57481,1.57567,2.67508
63,ACP5,1.38661,0.229965,1.34709,0.51699,1.39064,0.311604,2.71657,-0.226685,-0.0402931,1.9213,1.21646,4.20062,-0.340052,0.197445,0.735273,0.0799147,0.0381842,0.0,2.05127,1.19496,0.494458,1.21605,6.02201,0.460957,3.06564,0.619188,-0.545325,1.52029,1.36355,2.38066,4.56286,-0.823569,1.15859,1.77998,2.23579,-0.0786236,3.9847,2.12494,0.740844,1.7943,4.81616,2.57225
64,ACSF2,1.29653,-1.64128,-0.578977,0.801243,-0.301923,-0.279333,-2.62365,-1.91759,-1.37248,-0.399611,-1.7274,-3.10027,-2.09428,0.211694,0.628702,0.348306,-0.366396,0.0,-0.73872,0.309744,-3.16215,0.129351,-0.58651,-0.36441,-0.0697347,-0.257467,0.727872,0.0228187,0.88597,-0.337848,-0.526115,-0.917027,-1.78855,-1.31036,0.0,1.35686,-0.923301,2.85343,-2.21442,-1.42297,1.83348,-0.0423145
65,ACSF3,1.61508,0.990317,0.423588,1.00809,0.0,-0.2246,-0.315009,0.668176,0.483607,0.131593,-1.29235,-0.0275967,1.95137,-0.815822,0.631309,0.00168504,0.421854,-0.803266,0.772682,1.11421,0.5512,0.810667,-0.53965,1.35583,0.230461,-0.910353,2.2877,1.7396,0.649564,1.44411,0.487256,1.34203,0.265817,1.0628,0.97903,1.79666,0.72377,1.45062,0.163804,0.723733,-2.00679,0.761479
66,ACSL1,0.330629,1.22477,0.617873,0.0692583,-0.0988042,0.220228,-0.693505,2.06772,0.36516,-0.176336,0.0787575,1.12655,0.409064,0.766614,0.785648,-1.36651,0.46228,-0.366295,-0.141432,1.26727,0.510128,0.0723576,1.62203,0.899708,0.371144,-0.319572,3.00804,3.77967,1.97845,1.96478,2.40704,0.296833,1.39793,1.53868,0.199481,1.73737,1.44869,2.10496,0.992666,1.1612,-0.22398,0.66087
67,ACSL3,-2.03185,-1.08273,-0.310184,-1.0024,-0.329773,-0.793184,-1.87501,-0.70978,-0.37514,-2.06275,-0.0265575,0.0849565,0.00723463,-0.59064,-0.583958,-1.11125,-0.36436,-0.0835233,-0.243087,-0.790128,-0.768343,-1.45637,0.068798,-1.06516,1.35533,-0.52267,-0.866166,-0.40227,-0.911802,-0.0416961,-0.162755,-0.693976,-0.688294,-0.691626,-1.16041,-0.358795,-0.601126,-0.230873,-0.291782,-0.231453,0.298249,0.0338011
68,ACSL4,-0.75637,-0.789817,-0.533618,-0.986802,-0.595486,-0.660695,0.906082,0.423973,-1.32433,-0.820792,-0.227412,-0.796085,-0.819506,-0.536341,0.140443,-4.69437,-0.883885,0.617212,0.389473,-0.428278,-1.06801,-0.986935,-0.116969,-0.936614,-0.870223,2.07043,-1.09117,0.604644,-0.830887,-0.395171,-3.58592,-0.706218,-0.795756,-0.325236,-0.0315145,0.241074,-0.143615,0.0237436,-0.177336,0.201354,1.76998,-0.494304
69,ACSS1,2.35669,0.772043,1.27916,2.32279,1.05073,2.36136,1.11796,0.679451,2.41065,0.419693,1.09245,-0.241082,2.86893,-0.299883,1.34905,-0.344768,3.17069,1.1893,1.6258,3.20922,1.62501,1.5452,0.193556,1.00988,0.446582,0.311794,3.41122,0.438919,0.433369,1.67153,1.43025,2.41593,1.65276,0.89103,1.42756,2.51613,1.60377,2.6411,0.768025,0.692662,0.740533,-0.111805
70,ACSS2,-0.918978,0.485149,0.183437,0.00686017,0.976498,0.31713,-0.00931901,-0.0978831,0.712794,0.122993,0.337236,-0.163829,0.333255,-0.0692473,0.630435,-0.151965,1.0445,1.37714,-0.612241,0.325187,0.426544,0.347901,-0.402855,0.267262,-0.234075,1.01354,0.371819,0.0446458,0.709575,-0.0200385,0.352776,-0.126637,0.530154,0.0164968,0.345635,1.68026,1.16937,0.816174,0.325509,0.243417,0.0296495,0.349098
71,ACTC1,1.35079,2.6064,2.16442,0.244889,1.76718,1.89522,1.25796,1.73911,1.4551,1.9437,0.568823,0.80017,1.99146,1.4618,1.71178,1.16192,1.33934,1.39366,2.16844,1.48795,2.01443,0.830288,1.81831,1.56166,0.878033,2.58176,1.32563,1.68373,2.31443,2.22883,2.47361,1.20816,2.40279,1.41409,0.968628,1.99434,1.78428,2.49291,1.58384,2.04656,0.174684,1.52765
72,ACTG1,-0.384946,0.0,0.23791,0.0,-0.676007,-0.404708,0.885004,0.0,0.0,1.32794,0.407806,-0.795922,0.684759,0.385225,1.59923,-0.125538,-0.625341,-0.423034,0.147262,0.0,0.531154,-0.0441388,-0.0247796,0.0,-0.0493576,-0.363061,-1.65004,0.444911,1.1142,0.145893,1.06336,-0.575649,0.0,0.384073,-0.265179,0.182156,1.03709,-0.309606,1.09659,0.230892,0.513189,0.0
73,ACTL6A,-0.474258,0.0554882,-0.0606834,-0.144003,-0.10361,-1.78037,-0.108855,0.535875,-0.163648,0.678866,-0.131213,0.258576,-0.0434536,-0.116435,0.402233,-0.743002,0.343496,-0.100994,-0.223752,-0.838112,-0.220259,-0.588585,-0.261606,0.530007,-0.084625,-0.610281,-0.553311,-0.41747,0.141787,-0.362386,0.609487,-0.352828,0.530306,-0.756338,-0.705906,-0.0567708,-0.679742,0.927539,-0.448363,-0.869754,-0.596226,0.431532
74,ACTN1,-0.696831,0.302736,-0.292006,-1.2543,-0.491562,-0.655423,-0.763482,-1.28986,-1.00567,-0.220287,-0.210814,-0.375401,-0.592198,0.373612,-0.298742,-0.286532,-0.84061,-0.665157,-0.342517,-0.852021,0.115004,-1.7342,-0.29614,-0.543946,-0.666933,-0.431666,0.420574,0.442609,-0.507711,-0.227106,0.722622,0.0593169,-0.324247,0.00658211,-1.40982,-0.168872,0.0442828,0.241931,-0.11125,0.105759,-0.0726817,-0.102399
75,ACTN4,-1.24418,-0.329812,-0.525663,-1.20836,-0.410541,-0.538529,-0.813519,-0.922416,-0.809235,0.0816972,-0.011861,-0.197076,-0.520084,-0.0877497,-0.658053,0.221182,-0.0934217,-0.791275,-0.302052,-0.857886,-0.21184,-1.50411,-0.380868,-0.277684,-0.561877,-0.49489,-0.203641,-0.233284,-0.747278,-0.319027,0.16429,0.38586,-0.177015,-0.543766,-1.06886,0.280306,0.370805,0.680883,-0.107999,0.047595,-0.0129124,-0.445227
76,ACTR1A,0.834159,0.523461,0.987933,-0.731494,0.431385,0.363467,0.372473,1.22105,0.618287,-0.106868,-0.0336534,0.0636218,0.599055,-0.106937,0.122711,0.0679598,0.211772,0.494946,0.970989,0.507665,0.299585,0.0579469,-0.0987397,0.550144,-0.0734716,0.16664,0.993308,0.98651,0.515264,0.601696,1.40787,0.582026,0.37282,0.829175,0.202128,0.570493,0.938887,0.825986,0.0315286,0.608124,-0.0976722,0.7559
77,ACTR1B,1.21022,0.993918,0.760698,-0.295527,1.2757,0.810783,1.18248,0.567542,1.52447,0.522737,-2.05777,1.1586,1.58139,-0.540682,0.438759,1.50112,0.218655,0.450797,1.3953,0.770812,-0.143877,0.910333,0.786158,0.951073,-0.00163017,0.602603,1.75015,0.925453,0.79788,1.05444,1.28987,1.58025,0.895485,1.08331,0.905694,1.00624,1.18637,1.18256,0.246273,1.46626,1.57716,0.710087
78,ACTR2,1.34714,1.67905,1.16584,0.243969,0.996706,1.44921,0.7251,1.08691,1.22886,0.643548,0.358169,0.533789,1.0903,-0.0801666,1.283,0.6567,0.708965,1.24185,1.08919,0.945806,1.05966,0.899651,1.26322,1.17399,0.488168,1.12367,1.28311,1.12733,1.23087,1.37723,2.3559,1.31169,1.27222,0.883991,1.13078,1.70921,1.49822,1.79272,1.08786,1.33288,0.185212,1.25103
79,ACTR3,1.25323,1.55946,1.04667,-0.192406,0.790836,1.2724,0.845018,0.752368,1.00908,0.696702,0.39015,0.320666,0.788009,0.303996,0.987668,0.588661,0.396464,0.984544,1.17056,1.07607,1.15797,0.712325,0.775137,1.08713,0.157136,0.923248,1.09538,0.989576,1.18602,1.40156,1.98733,1.13424,1.38018,0.680244,0.855027,1.49202,1.25251,1.63995,1.07653,1.35095,-0.0643908,0.963708
80,ACTR8,-1.60423,-0.2607,-0.429764,-1.25736,-0.118303,-0.583786,-1.53151,-1.66241,-1.02664,-0.619691,-0.0129253,0.0151153,-0.366672,1.37865,-0.642945,-0.403159,-0.434459,-0.871599,0.691657,-0.471893,0.190692,-1.54556,0.0,0.156235,-0.742774,-0.680471,-1.01135,-0.77881,1.16724,-0.392791,-0.684341,-1.05126,-0.758742,-1.53551,0.0,-0.558755,0.236768,0.103819,-0.191888,-0.272357,0.221777,-0.945402
81,ACY1,1.61647,0.274538,2.03937,1.76842,0.140232,1.60102,2.18698,0.388984,0.476687,0.788603,0.49632,-0.0260732,1.07696,1.96662,2.14015,0.886514,-0.324217,1.13695,0.879344,0.892066,1.05259,0.951909,0.372472,1.18801,2.74593,0.932744,2.73841,0.659864,3.2958,0.88896,0.84549,-0.0319856,0.337372,1.44566,1.48421,0.327251,0.0843804,1.28809,0.258076,0.107044,0.294032,1.04937
82,ACYP1,1.55199,1.56174,2.69364,0.825273,1.47815,3.03156,2.44885,1.24218,2.86773,1.02418,1.24219,0.944489,1.34059,2.79054,1.80808,1.34511,1.32907,0.651006,1.43905,1.01774,0.970777,1.73659,2.09423,0.465459,0.356805,1.22076,2.74858,1.71762,2.22879,2.02103,0.803388,2.61202,2.9491,1.21479,1.98701,1.12227,1.7183,2.92889,0.735348,0.851077,0.603662,2.36599
83,ADA,1.52911,1.75638,1.01777,1.80292,0.162231,2.13994,0.666068,0.349636,0.575896,1.75269,-0.491535,0.325963,0.870359,0.0366075,1.69331,0.27987,0.281706,1.0419,2.37826,0.442622,1.29529,1.12447,0.60475,1.63392,0.363695,0.515612,1.71788,0.298586,1.54011,0.389253,1.44467,0.0208768,1.38818,-0.41455,0.823005,1.46665,0.479471,1.84195,0.503331,0.918078,0.145288,1.00679
84,ADAM10,-1.89146,0.0501084,-0.544771,-2.7347,-0.82379,-0.144494,-0.813088,-0.168969,-1.33408,0.641354,2.29018,0.349414,-0.267587,0.714553,-0.213086,-0.975976,0.055616,-0.407711,0.344887,-1.02846,0.36357,-1.2749,-0.806522,-3.76814,-0.0373604,-0.613937,-0.933122,0.393352,-0.944828,0.105949,0.0378169,-1.25814,-0.521031,-0.342473,-1.72594,-0.343031,0.0535877,0.323344,0.367531,0.0322529,0.68391,0.04364
85,ADAMTS1,0.0,0.0,-1.31938,-2.28482,0.0,-1.20378,-0.471256,-1.43359,0.0,-2.03988,0.0,-0.728026,-0.983127,-0.0416419,0.0548606,-1.02803,-1.66913,-0.441907,0.0,0.229092,-1.03266,-2.48193,0.0,0.229098,-0.752131,-1.10315,0.0,-0.647265,-0.935906,-0.806416,-0.187194,0.0,0.0,-0.937685,0.0,0.12329,-0.515006,-1.62596,-0.218083,-1.02812,1.03845,0.0
86,ADAR,-0.919906,-0.515065,0.0745417,-0.391649,0.102849,-0.605143,-0.650103,-0.555783,-0.251063,0.362197,0.191389,0.125299,0.400116,-0.0507434,-0.335901,0.0398761,-0.333476,-0.0341386,-0.223573,-0.117835,0.0294268,-0.787493,-0.341838,-0.32001,-0.371848,-0.342005,0.55533,-0.0921382,-0.413735,-0.223836,0.398663,-0.25846,0.0654006,-0.785601,0.127939,0.0129362,-0.199772,-0.577048,0.204052,0.868737,0.247621,-0.189292
87,ADCK4,-0.414969,-0.731477,-0.0632581,-0.766356,0.0851571,-0.228982,-0.113527,0.0114982,0.0,0.0,0.724927,0.84041,0.434674,0.783798,1.08076,0.902599,0.0,-0.554697,0.0916202,0.753209,0.0,-0.857226,-0.716426,0.0233915,0.200669,-0.641415,0.595324,0.574124,0.0,-0.0395561,-0.182633,0.774381,0.0,0.336349,0.0,-0.0187114,0.956445,0.363027,0.272169,0.567767,0.279704,0.686965
88,ADD1,-0.988852,0.195086,-0.662184,-0.363901,1.00162,0.673394,-0.805888,-0.620655,0.840044,-0.152504,0.829105,0.700765,0.0693784,-0.311588,-0.646376,-0.849106,-0.372133,-0.195276,-0.717663,-0.488171,-0.138556,-0.763274,-0.200275,0.106337,-0.26793,-0.642268,0.241478,0.496581,-0.349305,-0.0641418,0.391116,-0.829124,-0.345468,-0.856978,-0.594491,0.607972,-0.471971,-0.180411,-0.00401409,1.03208,-0.249742,-0.510298
89,ADD3,-1.61152,-0.433,0.158134,-1.31739,-0.139837,-0.0280629,-1.29813,-0.289234,-0.154308,0.479715,1.88629,1.11455,0.063296,0.472931,0.094905,-0.726669,-0.663777,-0.0896857,-0.47209,-0.0430169,-0.100526,-0.765111,0.0951741,0.00283608,0.234648,-0.261913,0.0883237,-0.0524364,-0.0769967,0.00904259,0.405883,-0.525181,-1.93711,-0.985142,-0.233262,0.281061,-0.125608,0.805335,0.958471,0.896493,0.247232,0.31903
90,ADH5,1.03085,0.428757,0.62778,0.2808,0.305889,0.556196,0.603861,0.769736,0.409656,-0.508494,0.614375,0.0691332,0.347161,-0.121218,-0.18538,-0.553415,1.19575,0.204021,0.767912,0.423082,0.14375,0.319505,0.0408307,0.143664,-0.0558089,0.228711,0.822738,0.275324,0.576922,-0.0707749,0.952654,0.647291,0.362757,0.438138,0.224753,0.346096,0.0928938,0.71396,-0.224102,0.161284,0.212516,0.0567996
91,ADI1,-0.660113,-0.599506,1.10561,-0.169237,0.0619714,-0.142844,-0.29015,-0.504891,-0.0975279,-0.398023,0.223865,0.0192567,0.441256,0.944394,1.51759,-0.153802,-0.507256,0.729186,0.200194,-0.333975,0.235897,0.570801,0.573034,-0.678659,1.02237,0.247769,-0.0570652,0.484266,-0.137853,-0.842977,0.016214,-0.571794,0.430162,-0.802556,0.198646,-0.95187,0.831353,0.112781,-1.1806,-0.47749,0.0414239,0.765998
92,ADK,1.80036,0.767241,0.708127,-0.466774,-0.46713,0.383633,-0.100759,0.0448916,0.324149,1.14055,-0.713559,0.366777,-0.639748,-0.0482343,0.2247,-0.668042,0.22304,0.0858436,0.887363,0.0175137,0.72021,-0.261138,-1.71383,-0.0412872,-0.730641,-0.00437354,1.0116,-0.762942,0.200201,-0.333166,0.432126,0.543608,0.0627567,-0.169327,-0.828021,0.24955,0.145931,0.964358,0.425531,0.435981,-0.100733,0.40008
93,ADNP,-1.79589,-0.119653,0.187976,-0.627801,-1.11602,-0.994368,-1.07458,0.0634819,-1.45124,-1.02647,0.0188042,-0.339941,-1.89213,-0.726575,-0.747038,-0.826113,-0.382841,-0.26085,-0.0590652,-1.32877,-0.927005,-1.41535,-2.66032,-0.346036,-1.07319,-0.971358,-1.19317,-1.4934,-0.756454,-0.712052,-0.466388,-1.69028,-1.77321,-1.31988,-1.7135,-0.456886,1.28854,-1.07943,-0.681992,-0.283779,0.112852,-1.1623
94,ADPGK,0.0557915,-0.52464,0.479608,-1.2278,0.0690577,-0.541507,-0.421156,0.0425844,0.236134,-0.757708,0.0,0.555961,-0.597792,-0.352741,-0.0354171,-0.64031,-0.653883,0.188221,-0.111396,0.127582,0.931149,0.509118,0.159663,0.0350764,-0.703656,-1.2598,0.580664,-0.176316,0.657134,1.73186,1.5954,-0.826592,-0.427834,-0.181577,0.216843,1.06906,0.420076,0.177025,0.794879,-0.0812226,0.0,-1.09815
95,ADPRH,0.7965,1.24906,0.851478,1.47465,0.60249,0.0,0.971552,0.422283,0.939119,2.02383,0.0,0.0,1.08792,0.0,2.21015,0.0,0.0,1.28794,1.34449,1.80687,1.95474,0.703707,0.0,0.0,0.729897,2.22039,0.0,1.72278,0.658106,1.8331,2.61512,1.90678,0.0,1.17464,0.0,2.04831,1.47499,0.41739,1.42816,1.74441,0.0,1.60645
96,ADPRHL2,1.18185,0.120887,1.19006,0.350142,0.0137266,0.857032,0.316501,0.241291,1.1971,1.96814,-1.42213,-0.0946795,0.360795,1.04564,1.01592,0.779731,0.896546,0.0504881,1.13578,0.63095,0.784744,1.46108,0.144096,-0.0362417,-0.443976,0.541878,1.14311,0.545833,0.0729623,-0.103167,1.45842,2.55359,1.24092,0.715661,0.655569,0.910252,0.806299,0.781493,0.0899369,0.82686,0.690543,1.04912
97,ADRBK1,0.621539,0.0,0.285856,-0.580053,-0.439225,0.0278816,-0.605603,0.107222,-0.472629,0.516451,0.0,1.75679,-0.685583,0.0,-0.00291431,-0.619363,0.0781874,-0.103713,-0.147403,0.0,0.850073,0.852806,-0.638354,0.0,0.0250129,0.639507,0.668297,0.508312,-0.286407,0.681548,1.07996,-0.0183605,0.78396,0.779052,0.0,0.756644,0.454877,0.91703,0.462067,0.644185,0.710112,0.0
98,ADRM1,0.0720963,0.443064,0.259879,-0.222686,0.451838,0.235441,0.166164,-0.131823,0.393208,0.656921,-0.609939,-0.118793,0.547898,0.191785,0.422775,0.0460551,0.358811,0.368954,0.103388,0.0209298,0.183733,0.300367,-0.832443,0.0702033,-0.592296,0.392652,-0.414648,0.408726,0.516279,0.12124,0.204905,0.720495,0.262526,0.418142,0.530397,0.21594,-0.314772,0.576099,0.141659,-0.290237,0.214631,0.644639
99,ADSL,-0.0512713,0.0480041,0.242142,1.29061,0.11003,0.940389,1.34946,-0.620349,0.0857659,-0.27353,0.0327369,-0.301412,0.0441116,-0.309394,0.386032,0.784976,0.0743409,-0.679308,0.493038,0.0341679,-0.0115306,-0.550497,-0.155343,-0.0539982,0.200669,-0.869051,0.507398,-0.379989,0.750687,-0.061369,0.412892,1.37858,0.791911,2.1373,-0.708207,0.114849,-0.0467547,-0.394471,0.175218,0.0602361,-0.295055,-0.229516
100,ADSS,-0.611379,0.596481,0.480176,-0.26365,-0.4858,0.250545,0.921128,-0.560823,-0.0817335,-0.347221,0.434631,-0.178866,0.351063,-0.081219,0.426818,-0.18725,-0.416461,-0.0229859,0.000151217,-0.212514,-0.319298,0.0267674,0.0271878,-0.418347,-0.497398,0.062292,-0.278994,-0.118878,0.270117,-0.148394,-0.00063479,0.863082,0.581944,0.0300072,-0.472349,-0.00452486,0.775163,-0.235467,0.119576,-0.0176615,-0.0583807,-0.212289
101,ADSSL1,-0.611379,0.596481,0.480176,-0.26365,-0.4858,0.250545,0.921128,-0.560823,-0.0817335,-0.347221,0.434631,-0.178866,0.351063,2.43009,0.426818,-0.18725,-0.416461,-0.0229859,0.000151217,-0.212514,-0.319298,1.65468,0.0271878,-0.418347,-0.497398,0.062292,0.424313,-0.118878,1.77974,-0.148394,-0.00063479,0.863082,0.581944,0.0300072,-0.472349,-0.00452486,0.775163,-0.235467,0.119576,-0.0176615,-0.0583807,-0.212289
102,AEBP1,1.41959,1.25581,1.35407,2.38239,4.76127,2.70477,0.643915,0.0,2.83637,3.46701,0.723176,0.482888,3.1631,1.88028,2.19344,4.2419,1.21635,4.07722,2.1862,0.438854,2.48635,3.16277,2.0346,0.354167,0.0,3.80868,1.17768,2.58657,1.87852,-0.344797,2.51843,2.98234,1.31337,1.25055,1.47647,2.75315,1.7419,0.219404,1.37803,2.99878,0.723488,1.84804
103,AFAP1L1,0.0,-0.279842,1.25538,-0.212931,-0.122394,0.603597,-2.03233,0.507046,-0.731059,0.0190579,0.951688,0.542868,1.54648,2.33832,0.0,1.09469,0.353731,0.529069,0.923485,1.37287,0.333655,-1.04729,0.0,0.519395,2.07333,-1.39813,0.0,0.575149,0.0,0.923106,-0.344003,0.624587,-0.392868,-1.35309,0.0,-0.303019,0.0638824,1.0273,0.0,2.23423,1.65308,-0.839708
104,AFF4,-1.42208,-0.580522,-0.0415028,0.0,-1.24656,0.0,-2.81045,-0.39371,0.0,-1.04726,0.995664,-0.0846009,-0.0534625,-0.32023,0.0,-1.81197,-0.618154,-0.881906,0.251146,0.0,-0.667823,-2.21609,0.0,0.901192,-0.571305,-0.933882,0.0,-1.66459,-1.4823,0.0,0.0427677,0.0,-0.180645,-0.468196,0.0,0.0,-0.101029,-0.644065,-0.873192,0.0,-0.35133,-1.33616
105,AFG3L2,0.488431,-0.427188,-0.341246,0.621249,-0.668141,-0.581731,-0.161247,-0.680973,-1.23218,-1.83049,-0.179166,-0.472774,-0.396106,-1.02479,-0.623956,-1.68739,0.885046,-1.70816,-0.986641,-0.217554,0.0399446,-0.667856,-0.00711764,-1.15834,-0.13887,-0.773486,1.63945,0.575855,-0.0948991,0.430155,-0.306762,-0.401563,-0.3636,0.199118,-0.957302,0.128492,0.0258515,0.690533,-0.41727,-0.374152,-0.245781,-0.242964
106,AGA,1.34072,1.90388,0.993322,0.603833,1.53946,1.46825,3.23381,1.54885,2.63912,3.63414,0.0,0.775514,1.54038,2.69312,3.51315,1.07682,0.759296,3.19295,1.94613,2.11001,1.53328,0.883499,2.01792,0.0,0.263393,1.8772,1.09977,1.47367,1.88441,0.883842,1.27826,2.17106,1.58936,1.41458,2.50487,2.87087,3.0089,3.35459,1.94572,1.44247,0.635856,2.57208
107,AGAP3,-0.492557,0.140483,0.528111,0.891853,-0.0234418,0.0,-0.367495,0.443528,-0.118384,-0.614558,0.739908,0.525072,0.226958,-0.751761,0.0,0.540294,0.920258,0.582819,0.0,0.0218354,0.233595,0.368003,0.98009,0.322728,-0.435504,-0.0593079,0.0,0.413692,0.2272,0.389723,-0.236044,0.33492,0.163134,-0.190129,0.583766,0.714916,-0.495578,-0.313611,0.190721,-0.424568,0.166663,-0.155623
108,AGFG1,-0.477201,0.309147,0.0607146,0.0,0.160761,-0.146657,-1.40947,-0.794805,0.592471,0.55803,-0.660304,-0.321878,-0.231428,-0.214007,0.426818,0.331139,-0.403848,0.921807,0.331644,0.227234,0.567774,-0.210376,-1.01312,0.596302,0.15824,-0.264796,-1.406,1.14265,0.0111591,-0.815265,0.349115,0.684581,-0.156362,-0.512815,0.504924,0.454958,-0.365061,-0.578541,-0.488923,0.357879,0.734687,0.468265
