,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
3537,SF1,-0.367901,-0.191542,-0.385386,0.142466,0.339467,-0.13882,-0.503616,-0.537754,-0.900297,-0.159289,0.141913,0.0176924,-0.208301,-0.748438,-1.34579,-0.414168,-0.488545,0.223695,-1.01493,-0.658882,0.0290121,-0.405198,-0.635099,-0.195004,-0.0258099,-0.126157,0.737816,-0.216306,0.00287145,-0.0851568,-0.608707,0.387514,0.0891684,0.138388,-0.893183,1.05734,0.00267601,0.15202,-0.0757405,-0.242527,0.0195444,-0.673146,-0.362704,-0.177802,-0.263736,-0.313884,-0.516599,-0.363948,-0.217476,-0.589683,-0.0973239,-0.513521,-0.360011,0.134619,-0.665198,-0.687005,-0.273042,1.04152,-0.688491,-1.36405,-0.574281,-0.338894,-0.898109,0.431257,0.174785,-0.300158,-1.63414,-0.132663,-0.171231,-0.488846,-0.637031,-0.259823,-0.252396,-0.378861
3538,SF3A1,-0.87225,-0.729271,-0.62477,-0.196307,-0.542774,-0.283353,-0.347673,-1.00752,-0.582028,-1.40182,-0.0886162,-0.683149,-1.71651,-0.53622,-0.253561,-0.539914,-0.378505,0.290899,-1.03259,-1.24503,0.113386,-1.15146,-0.152477,0.164967,-0.0593701,-0.275473,-0.532935,0.373062,0.0711633,-0.458798,-0.0650213,-0.292852,-0.814934,-0.159753,-0.105973,0.602167,0.142476,-0.268508,-0.326018,-0.810055,-0.122094,-0.70966,-0.328081,0.115137,-0.429746,-0.148215,-0.285697,0.125957,-0.18898,-0.693779,0.251922,-0.245011,-0.797767,-0.14523,-1.5534,-0.697639,-0.941994,-0.469785,-0.713468,-1.02307,-0.49973,-0.569802,-0.264792,-0.0403998,-0.202323,-0.879123,-0.511542,0.0188009,-0.227107,-0.179602,-0.362583,-0.493845,0.284534,-0.417207
3539,SF3A2,-0.774273,0.290216,-0.531647,0.391959,-0.589689,0.235684,-0.470118,-0.692937,-0.653131,-1.23305,0.418957,-0.238907,-0.462422,-0.53689,-0.0219798,-0.246678,-0.278099,-0.0380613,-0.599223,0.967855,0.291872,-1.04508,-0.2833,-0.01569,0.137183,-0.304865,-0.991517,-0.381901,0.264861,-0.711281,-0.603923,-0.426919,-0.307252,0.282885,-0.171855,0.326872,0.18188,-0.120509,-0.0660815,-0.580119,-0.299624,-0.166035,-0.316378,0.072659,0.0353057,0.149648,-0.0306542,-0.452877,-0.486364,-0.74004,-0.0243616,-0.538548,-0.98598,-0.299079,-1.55787,-0.804543,-1.257,-0.677838,-0.700739,-1.53843,-0.358228,-0.0343608,-0.502058,-0.059838,-0.00744989,0.163782,-0.749275,-0.0509174,0.890162,-0.559074,-0.692237,0.354248,0.773245,-0.685988
3540,SF3A3,-1.02065,-0.523095,-0.603215,-0.559842,-0.587695,-0.555059,-0.374669,-1.40392,-0.755343,-1.44463,-0.355783,0.227639,-0.635749,-0.400451,-0.619796,-0.963289,-0.280975,-0.057114,-0.666506,-1.97055,-0.184165,-1.16632,-0.680978,0.111856,0.58349,-0.564364,-0.858409,0.233646,-0.132695,-0.409838,-0.25783,-0.49798,-1.67441,-0.695022,-0.852061,0.702324,-0.288244,-0.508001,0.033476,-0.824939,-0.42051,-0.267705,-0.254954,-0.381718,-0.248022,-0.823328,-0.33962,0.54979,-0.5245,-0.868475,-0.413852,-0.309155,-1.03602,-0.281797,-0.89891,-0.657205,-1.259,0.414653,-0.664882,-0.901988,-0.879942,-0.0260726,-0.345043,-0.574411,-0.481136,-0.209244,-0.450336,-0.595648,-0.138095,-0.473695,-1.09161,-0.663441,0.0742652,-0.506762
3541,SF3B1,-0.438025,0.230637,-0.613965,-0.166433,-0.166242,0.0760211,-0.226224,-0.825635,-0.238289,-0.859315,0.103255,-0.106326,-1.05919,-0.552658,-0.212115,-0.474568,0.122483,0.269246,-1.10846,-1.96339,0.340678,-1.28755,-0.0611187,0.251291,0.365472,-0.315263,-0.698169,0.734655,0.173927,-0.338835,-0.379007,-0.308249,-0.447194,0.387068,0.113848,0.66767,0.33149,-0.0539644,-0.363441,-0.213958,0.0493944,0.0494751,-0.446005,0.176913,-0.229838,-0.157116,-0.793874,-0.163937,-0.119258,0.0781938,0.0273155,-0.0330809,-0.566401,-0.27994,-2.09117,-1.72749,-0.0911,-0.639241,-0.65839,-0.650255,-0.445016,-0.16724,-0.442208,-0.41488,0.226927,0.187658,-0.273791,0.315553,-0.158577,-0.225095,-1.93587,0.303774,-0.128074,0.0336885
3542,SF3B2,-0.320681,0.0319724,-0.22734,0.0527799,-0.214097,0.0945499,0.0445579,-0.525424,-0.408579,-0.721977,0.452895,0.090825,-0.429196,0.0481096,0.27258,-0.0828921,0.134505,0.103248,-1.11826,-0.62353,0.306989,-1.08574,-0.0605828,0.020268,0.724365,-0.419344,-0.25938,0.302551,0.436613,-0.678962,-0.15384,-0.242371,-0.0404305,0.765913,0.29585,1.2564,0.404691,0.00706192,-0.0258417,-0.215517,-0.075026,0.109504,-0.239079,0.524634,0.154299,-0.393505,0.141575,1.09058,-0.108537,-0.176314,-0.0902029,-0.0584304,-0.496389,0.0915668,-0.777437,-0.639042,-0.309429,0.191191,-0.495729,-0.246584,-0.368529,-0.317517,-0.151708,0.195003,0.0614488,-0.647708,-0.381254,0.275422,0.205036,-0.258409,-0.541987,0.344695,-0.113508,-0.356819
3543,SF3B3,-0.708088,-0.0993598,-0.355181,-0.0347412,-0.362001,-0.0119012,-0.0960643,-1.17022,-0.246571,-1.19706,0.318851,-0.0943367,-0.564876,-0.548825,-0.18858,-0.329791,0.119023,0.115706,-1.06155,-0.668722,0.324404,-0.985441,-0.0912131,-0.169716,-0.0688787,-0.0870638,-0.439449,0.355543,0.338048,-0.0301668,-0.110958,-0.0694782,-0.790843,0.229917,0.0074231,0.512954,0.237974,-0.488826,0.0222615,-0.444903,-0.12655,-0.130989,-0.378312,0.0353019,-0.282517,-0.000589125,-0.15949,-0.252376,-0.063051,-0.365053,0.03471,0.0775645,-0.378595,0.0867648,-1.22621,-0.701677,-0.647581,-0.767469,-0.491233,-0.66079,-0.494628,0.129569,-0.0385214,-0.00783604,0.279778,0.57148,-0.0513825,0.125564,0.0211632,-0.315077,-0.206688,0.19454,0.326204,-0.20138
3544,SF3B4,0.169417,0.610557,0.152403,-0.143917,-0.176892,0.0153879,0.338674,-0.594454,-0.0969556,-0.260604,0.221138,0.760664,1.104,-0.933744,-0.036947,-0.589957,-0.497989,-0.175177,-0.865989,0.819693,-0.0821161,-0.400277,0.0891588,0.467887,0.090731,-0.0940346,0.722792,0.530005,1.09638,1.08194,-0.475482,-0.44585,0.346303,1.37005,0.0,0.0,0.201458,0.375145,-0.143923,-0.341145,0.07949,-0.29972,-0.0358965,0.840691,-0.142555,-0.0801525,0.243841,1.03423,-0.08262,0.0745044,0.199732,0.0266873,0.0667182,0.0820873,0.394239,0.0176265,0.371448,1.28127,-0.062452,-0.529128,-0.364619,-0.0280399,-0.0183468,0.328316,0.384163,-0.711194,-0.989947,0.0645336,-0.801561,-0.392442,-1.32674,0.49489,0.34606,-0.725825
3545,SF3B5,3.02505,3.64282,3.97244,1.05556,3.81944,3.0729,-0.36469,2.88817,2.38092,0.951051,3.30147,3.9209,1.92969,0.73871,2.16527,2.47168,2.54409,0.992884,-0.522775,1.09908,0.4212,2.51302,3.3913,3.98893,4.63336,0.835659,0.347825,0.0,0.108226,2.54302,2.66579,0.177017,3.23888,3.43264,-0.0147507,0.0,2.9652,3.88494,2.75944,2.20535,3.64458,3.07284,4.03566,4.56129,3.30244,0.343648,0.867346,1.08223,2.82819,1.7264,2.69922,2.3829,2.62545,0.00903177,1.4405,0.441998,2.11265,1.56544,0.099305,1.47342,3.03913,2.8809,3.05563,2.46892,0.494088,0.011153,-0.0793256,2.9036,0.225661,-0.845543,0.63535,3.06051,0.335146,1.76758
3546,SF3B6,-1.51167,-0.608465,-1.45646,-0.722021,-0.723512,-0.435117,-1.46519,-1.32708,-0.445022,-0.806199,0.0277378,-1.22126,-1.31161,-0.947249,-2.6208,-0.314989,0.0860227,-0.861595,-1.22636,-1.33943,-0.627664,-0.579583,-0.378082,0.0958148,-0.524035,-0.291441,-1.0772,0.0,-0.803258,-1.38668,-2.10877,-0.737568,-2.10742,-0.431678,0.0,0.0,-0.552268,-0.146438,-0.608109,-1.04108,-0.306023,-1.31093,-0.590632,-0.302762,-1.60082,-0.821362,-0.88596,0.14691,-0.2972,-1.46233,-0.280282,-1.04474,0.00401405,-0.976389,-1.64796,-1.26851,-0.22281,-0.803882,-2.1031,-1.48601,-0.513822,-0.549326,-0.511037,-1.18363,-0.557537,-1.28274,-1.69768,-1.36559,-0.700878,-1.29097,-0.352284,-0.763945,-0.713365,-1.18143
3547,SFN,0.531573,9.25943,1.41578,0.58043,4.07408,0.485731,0.0381167,1.19964,1.11949,0.868228,0.721764,3.51502,4.49355,0.830405,-0.023832,0.514831,0.545191,8.14246,1.21033,1.35891,0.685373,0.564427,-0.238156,0.482412,0.959463,0.773603,0.669316,0.0,0.036302,0.873579,0.244044,-0.176386,0.503121,0.229917,0.362081,0.0,0.607034,0.993138,6.14253,4.34005,0.59733,0.419976,1.71723,0.973013,0.411135,0.162116,0.646227,1.11615,0.532169,0.612858,0.891467,0.442246,0.554378,0.708949,1.55696,0.572946,1.12491,6.11914,0.612526,-0.916334,0.15747,0.298291,-0.0574929,0.992117,-0.550637,0.548235,0.0558453,1.098,-0.0595382,0.260022,0.726115,0.840837,0.251582,4.95116
3548,SFPQ,-0.773703,0.292758,-0.218126,0.387195,0.578539,0.298899,0.186354,-1.02072,-0.536453,-0.834317,0.713328,-0.0111157,-1.11557,-0.149815,0.031938,-0.258738,0.555337,0.47856,-0.471528,-1.14245,0.642925,-0.62643,0.103232,0.122323,-0.0889847,0.293122,-0.119047,0.569095,0.587357,-0.123864,-0.0225131,0.441672,-0.433784,0.610336,0.460676,0.838883,0.592204,-0.160805,0.083068,-0.28645,0.143375,0.408644,0.167207,0.600481,-0.135821,0.14855,-0.391898,-0.0884397,-0.0355656,-0.52615,0.285123,-0.036169,-0.423507,0.227781,-1.37269,-0.498672,-0.013864,-0.621149,-0.430413,-0.893185,-0.422407,0.496617,0.551676,0.600242,0.315176,0.171013,-0.0860291,0.21088,0.336238,-0.0663794,0.504141,0.311623,0.403471,-0.19836
3549,SFRP1,-0.621874,1.1051,-1.31185,0.705092,-2.48759,-2.37803,-1.20634,-1.06428,-1.58978,-0.553072,-0.369056,-0.840243,-1.2831,-0.555894,0.0,0.0,-1.27227,-1.48931,-0.630906,-0.856843,-1.8562,-1.62109,-2.50806,-2.00608,-1.48933,-0.559137,0.0,0.0,1.34797,0.0,-2.4603,-0.190643,-1.36048,0.52584,0.0,0.0,2.07658,0.684677,0.352701,-1.20437,0.176754,-0.880427,-0.621916,-1.19871,-0.474504,-1.12394,0.357654,0.936225,-0.470426,-1.52283,-0.774761,-0.971505,0.770706,-0.865099,1.05084,-1.10184,-1.20628,0.0,1.95571,0.0,-2.43338,-1.54925,0.259904,-0.582404,-0.907214,-0.163227,0.0,-0.587502,0.0968516,-1.8838,0.178958,-0.697064,-0.391699,0.0
3550,SFSWAP,-1.2141,0.207189,-2.20138,-0.617865,-0.216035,-0.0328753,-1.01178,-1.03255,-0.744662,-1.46402,-0.357944,-1.49565,0.0,-1.08384,0.0,-0.721198,-2.55229,0.402424,-0.519784,0.0,0.0912564,-2.50296,-0.616166,-0.153494,-0.518368,-1.61434,0.0,0.0,0.0,0.00466782,-1.16485,-0.719834,0.0,-0.158297,0.0,0.0,-0.295314,-1.03954,-0.0350435,-0.833001,-1.35128,-0.910762,-0.630651,0.354439,0.0,-0.862611,-0.673915,-0.0969892,-0.883211,-2.21033,-0.312692,-0.614198,-1.64496,-0.15816,0.0,0.0,-1.27472,-2.04419,0.0,0.0,-1.28451,0.00298229,-0.651485,-0.919042,-0.763734,0.0,-1.18524,-0.398271,-0.418882,-0.738062,-1.45776,0.0480859,-1.05994,0.0
3551,SFXN1,0.36779,-0.250607,-0.764248,0.621343,0.705383,-0.510428,0.0987574,-0.819937,0.681197,0.0976007,0.318995,0.312948,-0.4633,0.333219,1.25541,0.140659,0.852701,-0.302259,-0.739621,-0.544783,0.0950161,-1.05859,1.13482,-0.00418833,0.107793,0.666951,-0.00334515,0.189947,-0.989156,-0.438277,-0.986605,0.345594,0.592043,-0.620761,0.308583,0.0,0.838267,-0.778982,0.235033,-0.802469,0.158883,0.624487,-1.22475,-0.784673,0.116779,-0.301786,1.06077,0.390993,-0.423855,0.117352,0.564972,-0.128846,-0.247152,0.627886,-0.345439,-0.312326,0.306245,1.90518,-1.53046,-1.05227,-0.125177,0.747968,0.182485,0.680874,0.00238952,0.137486,0.32743,0.520538,1.44192,0.238466,0.69131,-1.94524,-0.578389,-0.108874
3552,SFXN3,1.19656,1.78324,1.03872,2.80458,1.04268,1.11785,0.852284,1.01746,1.73452,1.79219,1.14105,2.00779,-0.249702,2.93984,1.16342,1.04657,0.883088,1.27299,0.756725,-0.628767,1.25421,0.963935,0.786246,1.47887,0.466132,2.54555,0.369032,1.58771,0.487942,1.74987,1.57846,2.00716,1.54957,0.805844,1.16881,2.00733,0.663929,0.360499,1.33188,0.182381,0.770591,1.72057,1.27771,1.07076,1.62829,1.6351,2.51089,0.540512,1.25045,1.2637,1.64669,3.24049,2.25913,2.38749,-0.6072,0.345026,1.78226,2.49219,1.58373,0.59917,1.17012,1.76059,0.612153,0.11959,1.65455,0.154017,1.02761,0.958742,1.53567,2.19292,1.34853,0.259694,0.748889,1.72136
3553,SGCD,-0.0969705,-0.259916,-0.165482,1.92602,0.590812,0.473316,0.4478,-0.446714,0.194333,0.81951,-0.450704,0.760304,1.01964,1.52485,-0.746322,0.0498004,0.81057,1.12944,0.993662,-1.43173,2.14909,1.06142,0.0787446,-1.03811,0.116217,1.01052,-1.33655,0.0,0.0,0.701564,-0.985111,0.407954,-0.575723,-1.20608,0.0,0.0,0.015483,-1.39662,0.893659,-1.78455,0.383612,1.70296,0.287408,1.49573,0.260657,0.153985,0.836518,-0.882546,0.155585,-1.31173,0.39047,0.530588,-0.0870954,1.84934,0.20869,0.933475,-0.054846,-0.792912,0.268942,-0.134829,-0.0383489,-0.964458,0.282162,0.526877,0.826811,-0.0658439,-0.477726,-1.54974,0.309466,0.926443,0.475303,1.25045,1.74271,-0.348942
3554,SGPL1,-0.207998,2.01908,0.485425,0.0,1.6505,2.10072,1.05993,-0.619632,2.26454,1.0,-0.397956,-0.00729448,0.0,-0.170402,-1.56387,0.205987,0.378291,0.0,0.311806,0.0,-0.118581,-0.0876743,0.462035,3.19812,0.0983296,0.0,-0.612552,0.0,1.25958,2.98786,1.12329,0.0,0.0,0.237874,0.0,0.0,-0.365352,1.64472,-0.108997,0.323787,1.78088,0.0,0.0,-0.541217,1.53707,0.48308,1.54332,0.609434,2.01426,1.14029,1.36674,1.37167,1.33313,0.673974,0.0,0.0524341,0.466747,-1.32996,1.4924,2.16527,0.639908,1.99977,0.903179,-0.245887,0.685632,0.49777,1.77409,0.459497,1.66744,2.07139,0.213981,0.931369,1.54494,2.03679
3555,SGSH,2.1308,2.11537,0.558003,2.73482,0.222864,0.887594,3.19906,3.01051,1.43049,0.825931,1.90502,2.76766,4.4038,2.27253,2.61653,1.90742,0.886038,1.41632,0.531045,3.11047,2.25763,0.0423156,1.66819,-1.44738,1.20867,1.39907,2.81326,0.0,-0.325293,1.33493,2.83568,0.365602,3.52492,1.42971,3.2092,0.0,-0.9539,1.1433,0.713399,0.695079,0.34312,0.24074,0.955324,2.91878,1.88254,3.44798,1.63948,1.40932,0.745726,1.27379,1.98965,2.83607,5.47509,0.906103,2.33405,1.11996,1.34088,2.24207,2.56598,2.52344,2.17213,0.39788,1.56208,2.11408,1.04619,-0.475271,1.50198,0.267554,0.878525,0.576002,-0.339568,3.84414,1.93937,0.702421
3556,SGTA,0.27331,0.0766122,1.10771,-0.0926068,0.473424,-1.06618,-0.586652,-0.3262,-0.324356,0.91749,-0.0611418,0.802363,0.823191,0.0724309,-1.40599,-0.747524,0.326723,-1.31145,-0.89692,0.468057,0.103024,0.132386,-0.457787,0.33296,2.29108,-0.222803,-0.0513558,-1.04835,-1.28741,0.494651,-0.387906,-0.857117,-0.730669,0.355812,-0.554816,-0.253294,0.380218,0.724986,0.691071,0.442729,0.241034,-0.82622,0.699406,1.7929,-0.536006,-1.16686,0.205564,0.176177,0.483378,-1.16369,-0.285141,-0.339999,-1.09295,-0.620323,0.817518,-0.289326,-0.372501,2.12752,-1.22234,-1.32484,0.18063,0.485925,-0.0869075,-0.856958,-0.918556,-0.116814,0.0235655,-0.390171,-0.527543,-1.72088,0.55515,0.068066,-0.381646,-0.431853
3557,SH2B3,-0.680907,0.231246,-1.0249,0.543557,-1.37266,-2.69213,-1.46641,-1.43581,0.0,-1.03374,-1.04094,-1.24199,0.0,-2.16656,0.0,0.0,-1.17554,-0.555733,0.0,0.0,0.0,-2.32692,-1.22387,-1.32678,-1.70071,-0.457469,0.0,0.0,0.0,-1.27332,-1.73426,0.961155,0.0,-1.21316,0.0,0.0,-0.32711,-0.403136,1.36676,-1.74745,-2.03167,0.0400773,-0.0669949,-1.13772,-0.630553,-0.206273,-2.0779,-0.225791,-2.06222,-0.989188,-1.32983,-1.01123,0.194065,-3.37483,0.198118,1.2952,-1.8279,-1.2865,0.0,0.0,-1.79262,-0.179387,0.0003075,-1.64738,-0.8601,-1.43333,-1.13665,0.156833,-0.16266,0.0,1.30379,0.116997,-0.0475934,-0.566619
3558,SH3BGRL,1.23095,2.12367,2.65631,1.87834,1.56683,2.00888,0.827858,3.02474,2.68341,1.37698,0.391415,2.4085,2.14133,1.28437,0.0424366,1.51488,0.12317,1.84859,1.87167,2.63247,0.750333,1.55316,0.391917,0.105058,2.64968,0.628259,2.92705,1.39033,0.8665,1.39173,1.80438,1.315,1.8302,1.31842,1.32327,2.49194,2.29751,2.12493,2.24624,0.80338,1.52385,2.1524,3.50718,1.77048,1.7725,1.19425,2.29538,2.24046,1.89172,1.58713,2.49157,1.46331,2.67404,1.26133,3.3598,0.773123,2.73752,3.67653,2.10246,1.7508,0.895844,0.268474,0.180302,1.02634,0.623024,0.498199,-0.537224,0.743583,0.494291,0.283255,0.54785,1.27837,0.635591,2.56341
3559,SH3BGRL3,0.401965,0.638964,1.17726,-0.640203,-0.434334,0.823977,-0.276905,2.38977,1.24566,0.675602,-1.20681,1.63648,0.172035,0.656985,-0.541016,0.0140719,-1.08969,2.32573,0.208106,0.0771695,-0.549542,-0.623934,-1.23792,-0.749138,1.28622,-1.18743,-0.088005,-1.48969,-1.51738,0.396308,-1.27609,-1.62483,1.05261,-0.0937841,-0.812865,0.744588,-0.31744,0.246982,0.914443,0.0596271,-0.345745,-0.628171,0.272084,0.570229,0.857343,-0.102742,0.160301,1.70288,0.410854,0.911309,0.93619,-0.124808,-0.455611,0.0618128,1.40056,0.114272,0.673854,1.46015,0.658855,-0.704694,-0.586132,-0.000250369,-0.405614,-2.22752,-1.31528,-0.649181,-0.640712,0.494837,-1.5287,-1.07525,-0.450252,-1.74718,-0.7463,1.00707
3560,SH3BP1,0.244356,1.82729,1.11592,0.903378,0.175389,1.36214,1.38995,1.17517,1.8938,0.548953,1.86298,0.952097,-0.167832,0.607771,1.54996,1.1608,0.149708,0.221284,0.172436,1.82979,0.446944,1.07915,1.09108,0.730619,0.631035,-0.0927531,-0.762508,0.0,1.43652,1.59502,1.57819,1.81163,0.89718,0.887055,0.908312,0.0,1.18134,1.25414,0.284125,0.671021,1.04355,0.157811,0.61841,0.775045,0.923145,0.838932,1.92495,0.588114,1.14,1.62969,2.42819,0.778768,1.87436,1.26801,1.14353,0.670557,1.15671,1.17231,1.3459,0.516529,0.387398,1.75078,0.551482,1.21594,0.624859,1.46601,0.701579,1.43675,0.233355,1.17577,0.968589,-0.715475,-0.760806,1.59115
3561,SH3GL1,-1.17907,-0.265629,-0.907929,-0.703335,-0.979328,-0.87403,-1.20618,-0.228554,-0.89597,-0.146096,-1.02017,-0.621661,-0.719854,0.0346621,-2.09984,-0.69495,-1.00812,-0.823913,-0.502439,-0.562484,-0.516174,-0.954537,-1.20459,0.0158378,-0.0639161,0.152749,-0.67144,-0.327041,-0.119164,-0.204601,-0.491681,-1.11765,-1.00568,-0.170127,-0.349798,-0.166904,-0.535771,0.148908,-0.458914,-1.09705,-1.15257,-1.20936,-0.256395,0.203538,-1.02838,-1.083,-0.0808325,0.0484848,-0.166482,-1.44503,-0.583475,-1.15706,-1.19876,-0.647496,-0.844574,-0.697882,-0.793124,0.510465,-0.65907,-1.27368,-0.604818,-0.47002,-0.657905,-0.892437,-0.892909,0.190012,-0.698797,-0.234515,-0.961836,-0.88659,-0.701462,-0.288995,-0.549309,-0.624091
3562,SH3GLB1,0.441547,1.0555,-0.209484,0.390829,-0.261041,0.145097,0.725721,0.426092,0.669446,0.771132,-0.0667667,0.42208,0.248463,1.25709,-0.0673896,0.644122,-0.36689,0.0817337,0.503561,0.224888,0.14587,1.02436,0.119296,1.40812,0.49971,0.951947,0.4689,0.986353,1.10342,1.13043,0.694699,0.306257,0.898903,-0.41057,0.917651,2.22443,0.115616,1.73778,0.72928,-0.0096351,0.307396,1.27679,0.12582,-0.0827691,0.567171,0.217242,1.93088,0.413715,0.548259,0.0637739,0.913928,0.095169,0.799868,1.41675,1.68225,0.403509,1.03138,1.6884,2.14688,0.637591,1.22702,1.32932,0.71494,0.218499,0.307532,-0.0839521,0.718783,1.10038,0.0979075,0.867156,-0.00999519,0.384195,0.911889,1.28627
3563,SH3GLB2,1.18272,2.16331,1.53999,1.12627,0.549631,1.20509,1.15348,1.15048,1.5899,1.26848,0.464573,1.60708,0.543175,1.65117,1.33728,1.17049,-0.91988,0.438029,0.947367,1.04727,1.0339,2.07402,0.25426,0.596721,0.606714,0.669433,0.679592,0.0,0.866122,0.0,1.40973,0.216803,1.54324,0.433434,1.60939,0.0,0.0472175,1.13882,2.03345,1.36952,0.837481,1.48377,1.59563,0.944443,1.53619,1.80294,1.39819,1.67131,1.4207,1.18155,1.96656,1.90805,1.22561,1.68822,1.5359,2.50014,1.99235,1.62726,1.76254,1.06744,1.33567,0.165339,0.387146,0.0,1.01122,0.573847,-0.215814,1.63195,0.61518,1.19816,0.52413,0.913925,0.736809,2.21445
3564,SH3KBP1,-0.620448,1.07215,0.435015,0.243526,0.505489,0.50513,0.30324,0.153707,0.136421,1.39201,-0.925985,0.170253,-0.81839,0.184553,-0.0544279,-0.950021,0.0558391,0.80534,-0.966214,0.098569,0.62481,-0.0594149,-1.52329,-0.519134,-0.355043,-0.118891,-0.267593,0.875052,0.241246,-0.116266,-0.691663,0.794835,1.66391,0.922218,-0.654384,0.221504,0.0232221,-0.0620306,-0.487455,0.245371,-0.0668174,-0.206295,1.20104,0.245842,0.13764,-0.22847,0.0561825,0.370046,-0.131722,0.519846,1.389,-0.713808,0.000949115,-0.137696,-1.61284,0.420455,-0.233088,-0.0982275,-0.445049,-1.4793,0.103822,-0.141424,-0.90603,-0.0424463,-0.332398,-1.12747,0.154845,0.701742,-0.00304464,-0.780774,-1.90731,-0.213798,-0.833162,0.470855
3565,SH3PXD2A,-0.758586,0.148804,0.0,-0.108406,-0.666874,-1.53566,0.0,-1.39301,1.12567,-1.35677,-0.895134,-0.644501,0.0,0.202584,0.0,-0.633735,0.225914,-0.815856,-0.0206448,0.0,0.712824,-0.593375,-0.599844,-2.39545,-0.468052,-0.00593692,-0.727871,0.0,0.0,-0.859456,-0.72303,-0.673027,0.0,-3.23678,0.0,0.0,0.0,-0.167574,-0.593108,0.0,-2.22631,-1.12804,-1.47378,-0.721529,1.70073,-0.341478,0.0,-0.976883,-0.224006,0.786787,-1.33261,-0.3224,-0.596208,-1.79915,0.0,0.0,-0.245721,0.748965,-1.98616,0.0,0.0,-0.554491,0.463603,-1.51531,-0.557351,0.0,-0.0757907,-0.725301,-1.24445,0.0,-0.551021,-1.0662,0.0,-0.495159
3566,SH3PXD2B,0.0255495,-0.196082,-0.976171,-1.40295,1.29921,-1.11085,-0.884049,-1.44301,-0.0888212,0.093234,-1.34057,0.138156,-0.465492,-0.502618,-0.592159,-0.75599,-1.09711,-0.242174,-0.674516,-1.06261,-0.375059,0.288967,-0.122876,-0.00636788,1.86313,-0.226063,-0.565788,0.0,-0.508435,1.45817,-0.231121,-0.173734,-1.23944,-1.1484,-0.406172,0.0,0.447211,-0.30602,0.0806943,-1.38688,0.626599,-0.574715,-1.33852,0.258309,0.374347,-1.6215,-0.330811,-2.18346,1.06736,-0.723263,-1.50401,-0.913914,-0.649317,-0.876097,-1.76868,-1.14043,-0.420091,1.62467,0.0809993,-0.970042,-0.252885,1.15821,0.0586395,-0.873849,-1.68277,-0.708446,-0.156597,-0.203812,-1.32834,-0.58759,-1.93883,0.371355,0.473278,0.0555126
3567,SHC1,0.28612,0.0077568,0.00726134,-0.0212255,0.259367,0.351393,0.363069,0.355999,-0.566605,-0.200568,0.164865,1.4117,0.34728,0.385303,0.136126,-0.296762,-0.0424864,0.437107,-0.572002,0.231601,1.08612,0.331133,-0.324845,1.58266,0.276912,0.400663,-0.174673,0.0,0.645898,-0.491465,-0.335291,0.472592,0.495017,0.61303,2.13189,0.0,-0.26386,-0.0347894,0.562944,-0.029489,0.598285,0.239888,-0.575182,0.418145,-0.119676,-0.000455566,0.68102,0.0801774,0.0181193,-0.254436,1.19669,0.222572,0.322053,0.86346,-0.341492,-0.0277289,-0.492371,0.651007,0.879448,-0.307103,0.48648,1.3258,-1.0568,0.625942,0.467912,0.939179,0.65037,0.846754,-0.833827,-0.100315,-2.04636,0.275854,0.136499,-0.441762
3568,SHMT1,0.26909,-0.23525,-0.194601,0.810642,-0.957232,-0.397441,0.0417202,-0.648932,-0.258138,1.27821,-0.212791,-0.477043,-0.477362,0.26493,-1.82422,-0.734801,-0.45171,1.40604,-1.44893,-0.725518,0.594641,-0.104812,-1.20526,-0.964448,0.0699502,0.19204,-1.63173,0.686864,-1.50367,-1.07471,0.446059,0.129052,-1.35693,-0.376778,-0.18411,0.596045,-1.43554,0.0294191,0.961604,-1.35524,1.02534,0.348071,1.04957,-1.05685,-0.700324,-0.651475,3.65224,0.597113,0.350109,0.0238198,-0.132081,-0.788624,-0.857827,0.721497,-1.14078,0.1668,-0.900482,0.207887,-1.1561,-0.556067,-0.654258,-0.290273,-0.516262,-0.69669,-0.0952893,-0.280689,-0.699982,0.43224,-0.77506,-1.5886,0.636374,-0.577544,-0.513757,-0.586776
